,sentence_num,word,n_fix,first_fix_dur,first_pass_dur,total_fix_dur,mean_fix_dur,fix_prob,n_refix,reread_prob
46,2,here,0.3,58.8,58.8,58.8,58.8,0.3,0.0,0.0
47,2,and,0.4,66.6,66.6,66.6,66.6,0.4,0.0,0.0
48,2,make,0.4,74.3,74.3,74.3,74.3,0.4,0.0,0.0
49,2,a,0.2,18.7,18.7,18.7,18.7,0.2,0.0,0.0
50,2,contribution,1.0,128.2,159.3,183.1,121.18333333333332,0.7,0.3,0.2
51,2,to,0.3,39.2,39.2,74.2,46.85,0.2,0.1,0.1
52,2,our,0.4,83.2,83.2,83.2,83.2,0.4,0.0,0.0
53,2,economic,0.9,100.9,125.8,147.2,103.35,0.6,0.3,0.3
54,2,and,0.2,32.8,32.8,26.6,26.6,0.2,0.0,0.0
55,2,cultural,0.5,64.8,85.2,85.2,71.95,0.4,0.1,0.1
56,2,life.,0.3,58.8,58.8,58.8,58.8,0.3,0.0,0.0
57,3,This,0.1,8.7,8.7,8.7,8.7,0.1,0.0,0.0
58,3,is,0.6,41.4,69.6,92.5,46.11666666666666,0.3,0.3,0.2
59,3,an,0.5,80.9,80.9,80.1,80.1,0.5,0.0,0.0
60,3,enormously,1.1,190.8,218.7,218.7,188.65,0.9,0.2,0.2
61,3,encouraging,1.1,202.1,238.9,238.9,204.55,0.9,0.2,0.2
62,3,signal,1.3,166.1,188.5,264.9,176.15,0.9,0.4,0.4
63,3,for,0.4,37.3,37.3,56.7,36.05,0.3,0.1,0.1
64,3,Afghanistan.,2.3,248.6,370.1,445.0,207.37,1.0,1.3,0.8
65,5,Construction,1.3,210.6,329.1,329.1,222.2,0.9,0.4,0.4
66,5,begins,1.0,222.4,222.4,236.3,220.1,0.9,0.1,0.1
67,5,next,0.4,38.5,38.5,38.5,38.5,0.4,0.0,0.0
68,5,year.,0.3,56.8,56.8,56.8,56.8,0.3,0.0,0.0
69,6,The,0.5,78.8,78.8,101.4,101.4,0.5,0.0,0.0
70,6,authenticity,1.9,194.8,341.5,341.5,192.26666666666668,1.0,0.9,0.6
71,6,of,0.4,64.7,64.7,64.7,64.7,0.4,0.0,0.0
72,6,a,0.3,61.3,61.3,61.3,61.3,0.3,0.0,0.0
73,6,National,1.1,154.4,169.7,188.0,147.425,0.8,0.3,0.1
74,6,Gallery,1.4,149.1,169.3,218.2,151.35,1.0,0.4,0.3
75,6,Rubens,1.6,200.8,275.2,312.2,204.05,1.0,0.6,0.5
76,6,has,0.5,42.6,42.6,54.5,44.1,0.4,0.1,0.1
77,6,been,1.1,192.8,200.5,223.6,162.01666666666668,0.8,0.3,0.2
78,6,called,1.0,133.6,163.6,163.6,129.1,0.8,0.2,0.2
79,6,into,0.7,110.2,118.8,118.8,103.5,0.6,0.1,0.1
80,6,question,0.7,98.4,98.4,98.4,98.4,0.7,0.0,0.0
81,6,again.,1.2,128.8,193.9,193.9,145.48333333333332,0.9,0.3,0.2
82,13,Power,1.2,199.5,236.8,336.5,204.96666666666667,0.8,0.4,0.3
83,13,has,0.6,176.8,176.8,176.8,176.8,0.6,0.0,0.0
84,13,gone,0.8,167.8,192.1,192.1,171.0,0.7,0.1,0.1
85,13,to,0.5,112.7,112.7,112.7,112.7,0.5,0.0,0.0
86,13,Mr,0.3,53.0,53.0,53.0,53.0,0.3,0.0,0.0
87,13,Blair's,1.1,176.3,207.0,207.0,167.5,0.9,0.2,0.2
88,13,head.,1.0,159.8,175.0,205.0,163.55,0.8,0.2,0.2
89,15,There,0.3,62.3,62.3,62.3,62.3,0.3,0.0,0.0
90,15,are,0.6,129.5,129.5,129.5,129.5,0.6,0.0,0.0
91,15,no,0.1,12.7,12.7,12.7,12.7,0.1,0.0,0.0
92,15,reliable,1.1,160.1,191.0,215.5,160.1,0.8,0.3,0.3
93,15,statistics,1.2,175.3,186.9,224.5,159.25,0.8,0.4,0.4
94,15,for,0.4,97.5,97.5,97.5,97.5,0.4,0.0,0.0
95,15,its,0.7,127.9,127.9,127.9,127.9,0.7,0.0,0.0
96,15,"GDP,",0.8,143.7,173.4,173.4,145.45,0.7,0.1,0.1
97,15,but,0.3,61.3,61.3,61.3,61.3,0.3,0.0,0.0
98,15,it,0.4,81.8,81.8,81.8,81.8,0.4,0.0,0.0
99,15,is,0.7,132.2,132.2,132.2,132.2,0.7,0.0,0.0
100,15,probably,0.9,129.0,145.6,145.6,126.65,0.8,0.1,0.1
101,15,about,0.6,102.2,149.7,149.7,95.43333333333332,0.4,0.2,0.1
102,15,$20bn,1.2,152.5,195.8,257.3,149.2,0.7,0.5,0.3
103,15,a,0.4,106.2,106.2,106.2,106.2,0.4,0.0,0.0
104,15,year.,1.1,112.8,179.8,179.8,117.0,0.7,0.4,0.4
105,16,To,0.1,18.0,18.0,18.0,18.0,0.1,0.0,0.0
106,16,those,1.0,207.3,222.5,222.5,185.15,0.8,0.2,0.2
107,16,questions,1.9,194.1,276.6,328.3,183.925,1.0,0.9,0.4
108,16,we,0.5,45.5,45.5,82.1,43.65,0.3,0.2,0.2
109,16,might,0.9,121.3,130.8,179.4,118.3,0.6,0.3,0.3
110,16,legitimately,1.8,220.7,293.8,382.7,211.75,1.0,0.8,0.6
111,16,add,0.9,120.1,120.1,183.1,101.36666666666666,0.5,0.4,0.2
112,16,another,1.6,188.2,256.2,298.0,182.91666666666663,0.9,0.7,0.4
113,16,one.,0.8,82.9,89.1,118.7,85.93333333333334,0.5,0.3,0.2
114,20,We,0.2,54.8,54.8,54.8,54.8,0.2,0.0,0.0
115,20,will,0.9,126.3,159.8,198.2,141.6,0.7,0.2,0.2
116,20,not,0.7,104.3,115.1,115.1,106.1,0.6,0.1,0.1
117,20,compromise,1.3,201.4,238.6,288.0,197.56666666666663,0.9,0.4,0.3
118,20,on,0.3,23.0,23.0,42.3,25.9,0.2,0.1,0.1
119,20,this.',1.3,193.3,238.4,269.8,184.78333333333333,0.8,0.5,0.4
120,21,In,0.1,21.3,21.3,21.3,21.3,0.1,0.0,0.0
121,21,"1960,",1.6,210.8,304.6,324.3,196.3333333333333,0.9,0.7,0.6
122,21,the,0.5,84.0,84.0,84.0,84.0,0.5,0.0,0.0
123,21,Queen,0.6,78.2,78.2,94.8,83.85,0.5,0.1,0.1
124,21,asked,0.7,139.3,139.3,139.3,139.3,0.7,0.0,0.0
125,21,President,0.8,132.8,132.8,157.9,142.65,0.7,0.1,0.1
126,21,de,0.2,36.5,36.5,36.5,36.5,0.2,0.0,0.0
127,21,"Gaulle,",1.4,221.5,258.7,285.0,219.65,1.0,0.4,0.4
128,21,who,0.3,55.8,55.8,55.8,55.8,0.3,0.0,0.0
129,21,had,0.8,119.6,119.6,174.8,134.4,0.6,0.2,0.2
130,21,come,1.0,163.8,163.8,171.8,162.0,0.9,0.1,0.1
131,21,on,0.3,42.6,42.6,42.6,42.6,0.3,0.0,0.0
132,21,a,0.3,48.7,48.7,48.7,48.7,0.3,0.0,0.0
133,21,state,0.8,171.6,171.6,171.6,171.6,0.8,0.0,0.0
134,21,"visit,",1.1,111.1,160.7,172.6,114.45,0.7,0.4,0.4
135,21,what,0.8,142.4,189.2,189.2,138.575,0.5,0.3,0.1
136,21,he,0.5,113.1,113.1,113.1,113.1,0.5,0.0,0.0
137,21,thought,1.4,207.9,283.4,313.0,207.24166666666667,0.8,0.6,0.3
138,21,her,1.0,166.9,166.9,208.8,171.86666666666667,0.8,0.2,0.1
139,21,role,0.6,86.1,86.1,100.1,84.1,0.5,0.1,0.1
140,21,should,1.0,170.7,178.3,178.3,164.1,0.9,0.1,0.1
141,21,be.,0.3,39.1,39.1,39.1,39.1,0.3,0.0,0.0
142,22,However,1.2,194.7,217.1,314.9,181.1,0.7,0.5,0.4
143,22,routine,0.7,106.9,106.9,129.7,111.05,0.6,0.1,0.1
144,22,and,0.7,103.1,113.7,167.9,96.2,0.4,0.3,0.3
145,22,boring,1.1,152.8,167.7,213.5,167.15,0.8,0.3,0.3
146,22,English,1.3,184.4,232.3,261.4,183.6,0.9,0.4,0.2
147,22,lessons,1.2,208.3,215.5,234.3,206.5,1.0,0.2,0.2
148,22,at,0.3,53.7,53.7,53.7,53.7,0.3,0.0,0.0
149,22,schools,1.2,175.4,214.2,221.0,162.8,0.8,0.4,0.3
150,22,in,0.3,62.2,62.2,70.6,70.6,0.3,0.0,0.0
151,22,France,0.9,187.5,187.5,187.5,187.5,0.9,0.0,0.0
152,22,and,0.6,126.9,126.9,142.9,125.5,0.5,0.1,0.1
153,22,Germany,0.8,155.4,164.7,164.7,151.15,0.7,0.1,0.1
154,22,may,0.6,195.8,195.8,195.8,195.8,0.6,0.0,0.0
155,22,"be,",0.8,184.3,203.2,203.2,178.55,0.7,0.1,0.1
156,22,many,0.4,56.9,56.9,56.9,56.9,0.4,0.0,0.0
157,22,pupils,1.7,145.2,175.7,243.1,132.07999999999998,0.9,0.8,0.5
158,22,will,0.4,63.3,63.3,90.4,62.0,0.3,0.1,0.1
159,22,go,0.4,79.0,79.0,79.0,79.0,0.4,0.0,0.0
160,22,home,1.1,158.3,177.2,201.2,144.05,0.8,0.3,0.3
161,22,and,0.8,71.2,84.9,123.4,76.375,0.5,0.3,0.1
162,22,listen,1.0,180.7,180.7,189.3,177.85,0.9,0.1,0.1
163,22,to,0.4,105.4,105.4,105.4,105.4,0.4,0.0,0.0
164,22,CDs,0.9,170.6,170.6,170.6,170.6,0.9,0.0,0.0
165,22,or,0.3,49.4,49.4,49.4,49.4,0.3,0.0,0.0
166,22,surf,0.9,161.8,180.5,180.5,149.4,0.7,0.2,0.2
167,22,the,0.2,63.2,63.2,63.2,63.2,0.2,0.0,0.0
168,22,internet,1.3,209.0,222.0,241.2,187.85,1.0,0.3,0.3
169,22,in,0.2,31.7,31.7,31.7,31.7,0.2,0.0,0.0
170,22,English.,1.6,177.1,252.0,284.3,191.92,1.0,0.6,0.3
171,23,These,1.3,176.9,231.9,263.2,167.3,0.7,0.6,0.5
172,23,"days,",0.8,133.8,142.4,152.8,132.3,0.6,0.2,0.2
173,23,we,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,23,are,0.6,98.4,98.4,111.5,98.55,0.5,0.1,0.1
175,23,all,1.0,103.0,113.1,166.4,96.65,0.6,0.4,0.4
176,23,the,0.5,113.1,113.1,110.1,110.1,0.5,0.0,0.0
177,23,playthings,1.1,174.7,215.0,223.6,156.9,0.7,0.4,0.3
178,23,of,0.1,29.9,29.9,29.9,29.9,0.1,0.0,0.0
179,23,"demography,",1.3,150.0,373.8,373.8,166.95,0.6,0.7,0.5
180,23,our,0.6,146.4,146.4,170.6,131.05,0.5,0.1,0.1
181,23,tastes,1.1,112.1,112.1,207.0,110.175,0.6,0.5,0.3
182,23,ticketed,1.4,165.1,199.3,292.8,156.15,0.7,0.7,0.4
183,23,and,0.6,40.4,68.1,68.1,33.9,0.3,0.3,0.2
184,23,bracketed,2.0,189.7,369.1,489.9,222.625,0.8,1.2,0.6
185,23,by,0.3,51.0,51.0,51.5,51.5,0.3,0.0,0.0
186,23,media,0.7,104.3,115.2,144.0,103.05,0.5,0.2,0.2
187,23,puppet-masters,2.3,155.9,394.4,518.8,178.46666666666667,0.8,1.5,0.8
188,23,who,0.4,82.8,103.0,103.0,76.35,0.3,0.1,0.1
189,23,long,0.8,122.6,156.9,156.9,122.9,0.6,0.2,0.2
190,23,to,0.5,88.4,88.4,88.4,88.4,0.5,0.0,0.0
191,23,give,1.0,160.3,166.9,202.6,135.0,0.7,0.3,0.3
192,23,us,0.5,74.5,74.5,96.5,74.95,0.4,0.1,0.1
193,23,exactly,1.2,161.1,225.4,250.8,162.7,0.8,0.4,0.4
194,23,what,0.9,123.7,130.0,144.6,116.4,0.7,0.2,0.2
195,23,they,0.9,93.6,93.6,152.8,96.13333333333334,0.6,0.3,0.2
196,23,know,1.6,205.3,258.9,326.4,187.1,0.9,0.7,0.5
197,23,we,1.0,77.2,96.0,166.5,79.6,0.5,0.5,0.3
198,23,want,1.1,127.1,136.2,192.1,124.98,0.7,0.4,0.1
199,23,-,0.3,106.0,106.0,106.0,106.0,0.3,0.0,0.0
200,23,and,0.3,48.2,54.4,54.4,34.55,0.2,0.1,0.1
201,23,nothing,1.5,229.7,292.4,312.9,212.1,1.0,0.5,0.3
202,23,"less,",1.2,202.1,209.5,225.8,198.9,1.0,0.2,0.2
203,23,or,0.3,100.8,100.8,100.8,100.8,0.3,0.0,0.0
204,23,more.,0.9,160.6,209.8,209.8,165.0,0.7,0.2,0.2
205,24,You,0.3,54.7,54.7,54.7,54.7,0.3,0.0,0.0
206,24,can,1.0,156.2,156.2,173.5,156.0,0.9,0.1,0.1
207,24,choose,1.3,132.7,132.7,206.4,127.28333333333336,0.8,0.5,0.4
208,24,from,0.4,54.0,73.8,73.8,54.7,0.3,0.1,0.1
209,24,17,0.7,129.4,129.4,129.4,129.4,0.7,0.0,0.0
210,24,"breads,",1.0,140.8,157.8,189.7,132.2,0.7,0.3,0.3
211,24,all,0.4,99.0,99.0,99.0,99.0,0.4,0.0,0.0
212,24,baked,0.9,95.9,112.3,126.6,87.9,0.6,0.3,0.3
213,24,in,0.2,37.0,37.0,37.0,37.0,0.2,0.0,0.0
214,24,a,0.3,38.6,38.6,57.8,41.8,0.2,0.1,0.1
215,24,wood-,0.9,122.7,132.5,186.4,124.0,0.6,0.3,0.2
216,24,fired,0.4,87.1,87.1,87.1,87.1,0.4,0.0,0.0
217,24,"oven,",0.3,51.3,51.3,51.3,51.3,0.3,0.0,0.0
218,24,including,0.8,120.9,161.4,161.4,120.9,0.6,0.2,0.2
219,24,a,0.2,41.4,41.4,41.4,41.4,0.2,0.0,0.0
220,24,natural-leaven,2.1,162.0,336.5,410.9,158.7833333333334,0.8,1.3,0.7
221,24,campagne,1.2,130.6,156.2,280.8,127.58,0.6,0.6,0.3
222,24,and,0.5,93.9,93.9,93.9,93.9,0.5,0.0,0.0
223,24,a,0.1,13.9,13.9,13.9,13.9,0.1,0.0,0.0
224,24,Russian,0.9,158.1,182.4,204.5,151.65,0.7,0.2,0.2
225,24,sourdough,1.0,185.8,233.1,233.1,165.3,0.7,0.3,0.3
226,24,called,0.7,126.5,126.5,126.5,126.5,0.7,0.0,0.0
227,24,Rossisky.,0.5,46.4,114.3,114.3,48.1,0.2,0.3,0.2
228,26,She,0.4,71.6,71.6,79.5,60.65,0.3,0.1,0.1
229,26,had,0.7,134.9,134.9,134.9,134.9,0.7,0.0,0.0
230,26,taken,1.2,186.3,220.4,220.4,183.3333333333333,1.0,0.2,0.1
231,26,the,0.6,96.8,108.9,125.0,106.8,0.5,0.1,0.1
232,26,King's,0.9,127.1,127.1,148.2,132.95,0.8,0.1,0.1
233,26,place,1.1,154.3,178.6,178.6,163.1,1.0,0.1,0.1
234,26,on,0.6,81.8,99.5,99.5,82.7,0.5,0.1,0.1
235,26,a,0.1,12.1,12.1,12.1,12.1,0.1,0.0,0.0
236,26,Commonwealth,0.4,49.8,78.4,78.4,58.8,0.3,0.1,0.1
237,26,tour.,0.3,52.4,52.4,52.4,52.4,0.3,0.0,0.0
238,27,Other,0.7,85.3,85.3,113.1,90.23333333333332,0.5,0.2,0.1
239,27,options,0.6,131.0,131.0,131.0,131.0,0.6,0.0,0.0
240,27,for,0.1,14.5,14.5,14.5,14.5,0.1,0.0,0.0
241,27,new,0.4,64.9,81.9,81.9,59.55,0.3,0.1,0.1
242,27,drivers,0.8,134.0,157.3,157.3,114.45,0.6,0.2,0.2
243,27,include,1.0,166.0,192.0,192.0,165.65,0.8,0.2,0.2
244,27,restrictions,1.1,170.7,203.5,233.7,176.25,0.8,0.3,0.3
245,27,on,0.4,58.3,58.3,83.7,59.95,0.3,0.1,0.1
246,27,night-time,1.3,162.1,262.3,283.6,155.56666666666666,0.7,0.6,0.4
247,27,"driving,",0.9,162.5,176.6,201.4,167.4,0.7,0.2,0.2
248,27,making,0.6,159.2,161.0,161.0,140.25,0.5,0.1,0.1
249,27,them,0.8,143.0,143.0,165.9,142.2,0.7,0.1,0.1
250,27,drive,0.9,148.6,148.6,165.2,146.95,0.8,0.1,0.1
251,27,smaller-engined,2.6,257.5,421.4,565.2,245.88333333333333,1.0,1.6,0.9
252,27,"vehicles,",1.4,171.0,239.8,265.7,176.5,1.0,0.4,0.3
253,27,and,0.2,34.9,34.9,34.9,34.9,0.2,0.0,0.0
254,27,the,0.5,98.1,98.1,93.3,93.3,0.5,0.0,0.0
255,27,compulsory,1.3,131.0,191.7,217.9,143.65,0.8,0.5,0.5
256,27,display,1.3,250.4,250.4,330.0,251.15,1.0,0.3,0.3
257,27,of,0.7,120.6,120.6,131.9,115.0,0.6,0.1,0.1
258,27,'P',1.2,177.2,199.9,225.2,174.65,0.9,0.3,0.3
259,27,-,0.1,25.2,25.2,25.2,25.2,0.1,0.0,0.0
260,27,provisional,0.6,133.9,133.9,133.9,133.9,0.6,0.0,0.0
261,27,-,0.1,10.3,10.3,10.3,10.3,0.1,0.0,0.0
262,27,plates,0.8,177.8,177.8,196.4,173.85,0.7,0.1,0.1
263,27,for,0.7,92.7,146.4,146.4,106.66666666666666,0.5,0.2,0.1
264,27,six,0.6,121.3,145.0,145.0,118.1,0.5,0.1,0.1
265,27,or,1.1,128.6,166.9,202.6,137.36666666666665,0.8,0.3,0.2
266,27,12,0.5,90.2,90.2,103.9,83.4,0.4,0.1,0.1
267,27,months,1.1,177.9,192.1,220.2,187.2,0.9,0.2,0.2
268,27,after,0.8,140.7,167.3,167.3,138.2,0.6,0.2,0.2
269,27,passing,1.3,223.4,253.3,253.3,216.25,1.0,0.3,0.1
270,27,the,0.3,54.1,54.1,58.5,58.5,0.3,0.0,0.0
271,27,test.,0.6,110.1,110.1,110.1,110.1,0.6,0.0,0.0
272,28,It,0.3,64.5,64.5,64.5,64.5,0.3,0.0,0.0
273,28,makes,0.4,104.4,104.4,104.4,104.4,0.4,0.0,0.0
274,28,you,0.4,71.3,71.3,71.3,71.3,0.4,0.0,0.0
275,28,wonder,0.9,103.1,134.8,134.8,105.25,0.7,0.2,0.2
276,28,whether,1.2,210.8,274.9,274.9,218.51666666666668,0.9,0.3,0.2
277,28,sheep,1.1,119.4,127.2,176.9,109.98333333333336,0.6,0.5,0.1
278,28,were,1.0,146.7,146.7,167.8,139.3,0.8,0.2,0.2
279,28,originally,2.1,197.8,263.7,363.6,185.925,1.0,1.1,0.7
280,28,super-intelligent,2.1,233.4,421.5,421.5,209.9833333333333,1.0,1.1,0.9
281,28,creatures,1.4,270.7,298.7,332.1,253.71666666666664,1.0,0.4,0.3
282,28,who,0.6,62.0,62.0,62.0,62.0,0.6,0.0,0.0
283,28,ruled,0.6,92.5,107.1,107.1,95.3,0.5,0.1,0.1
284,28,the,0.2,26.4,26.4,26.4,26.4,0.2,0.0,0.0
285,28,"world,",0.5,89.7,89.7,89.7,89.7,0.5,0.0,0.0
286,28,but,0.5,58.7,64.0,64.0,58.55,0.4,0.1,0.1
287,28,after,0.9,135.9,135.9,158.5,137.7,0.7,0.2,0.1
288,28,a,0.2,35.2,35.2,35.2,35.2,0.2,0.0,0.0
289,28,few,0.7,119.9,119.9,134.4,122.2,0.6,0.1,0.1
290,28,centuries,1.4,158.2,232.3,232.3,156.81666666666666,0.9,0.5,0.4
291,28,of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,28,being,0.8,113.1,113.1,129.9,108.15,0.7,0.1,0.1
293,28,herded,0.8,136.6,154.1,154.1,132.85,0.7,0.1,0.1
294,28,across,1.3,182.0,276.6,276.6,170.58333333333334,0.8,0.5,0.4
295,28,fields,1.0,184.8,209.6,253.4,190.55,0.8,0.2,0.2
296,28,in,0.4,87.2,87.2,87.2,87.2,0.4,0.0,0.0
297,28,groups,1.5,184.5,269.8,304.9,185.11666666666667,0.9,0.6,0.5
298,28,of,0.1,14.5,14.5,14.5,14.5,0.1,0.0,0.0
299,28,several,1.3,181.3,201.4,235.7,180.35,1.0,0.3,0.3
300,28,"hundred,",1.1,196.8,210.0,210.0,190.7,1.0,0.1,0.1
301,28,one,0.1,17.7,17.7,17.7,17.7,0.1,0.0,0.0
302,28,by,0.9,166.1,166.1,185.2,167.9,0.8,0.1,0.1
303,28,one,0.5,80.6,80.6,80.6,80.6,0.5,0.0,0.0
304,28,they,0.7,109.7,109.7,109.7,109.7,0.7,0.0,0.0
305,28,all,0.4,69.3,69.3,69.3,69.3,0.4,0.0,0.0
306,28,gave,0.7,109.9,125.7,125.7,109.0,0.6,0.1,0.1
307,28,up,0.5,99.2,99.2,99.2,99.2,0.5,0.0,0.0
308,28,and,0.2,55.4,55.4,55.4,55.4,0.2,0.0,0.0
309,28,"thought,",1.2,195.8,220.7,220.7,185.6,1.0,0.2,0.2
310,28,'Oh,0.2,27.7,27.7,27.7,27.7,0.2,0.0,0.0
311,28,sod,0.8,144.8,164.1,164.1,144.65,0.7,0.1,0.1
312,28,"it,",0.5,105.5,105.5,105.5,105.5,0.5,0.0,0.0
313,28,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,28,might,0.3,57.3,57.3,57.3,57.3,0.3,0.0,0.0
315,28,as,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,28,well,0.6,116.4,116.4,116.4,116.4,0.6,0.0,0.0
317,28,stare,1.1,187.3,187.3,227.2,189.8,0.9,0.2,0.2
318,28,in,0.3,72.0,72.0,72.0,72.0,0.3,0.0,0.0
319,28,a,0.4,76.5,76.5,76.5,76.5,0.4,0.0,0.0
320,28,gormless,1.8,217.9,264.6,329.6,201.0833333333333,1.0,0.8,0.5
321,28,trance,1.0,182.4,199.4,199.4,184.15,0.9,0.1,0.1
322,28,until,0.6,132.2,132.2,132.2,132.2,0.6,0.0,0.0
323,28,someone,0.9,179.4,193.3,193.3,177.0,0.8,0.1,0.1
324,28,mercifully,1.0,186.4,205.0,205.0,185.5,0.9,0.1,0.1
325,28,sticks,0.9,177.9,193.2,193.2,179.4,0.8,0.1,0.1
326,28,me,0.4,74.4,74.4,74.4,74.4,0.4,0.0,0.0
327,28,in,0.8,161.8,161.8,161.8,161.8,0.8,0.0,0.0
328,28,a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,28,stew.',0.8,185.5,235.9,235.9,160.95,0.6,0.2,0.2
330,29,What,0.6,87.4,87.4,128.5,84.1,0.4,0.2,0.1
331,29,does,1.3,203.4,243.2,277.9,194.5833333333333,0.9,0.4,0.3
332,29,it,0.5,85.8,110.3,110.3,85.9,0.4,0.1,0.1
333,29,"lack,",1.2,148.4,179.7,198.2,138.5,0.8,0.4,0.4
334,29,this,0.7,131.5,148.7,148.7,129.5,0.6,0.1,0.1
335,29,almost,1.1,154.0,170.7,208.0,148.35,0.8,0.3,0.3
336,29,perfect,0.6,86.7,102.3,102.3,84.1,0.5,0.1,0.1
337,29,"copy,",0.5,119.7,119.7,119.7,119.7,0.5,0.0,0.0
338,29,or,0.5,84.0,84.0,102.1,83.65,0.4,0.1,0.1
339,29,"fake,",0.8,133.0,151.7,169.4,116.13333333333333,0.6,0.2,0.1
340,29,or,0.4,69.1,93.4,66.8,66.8,0.4,0.0,0.0
341,29,"homage,",1.6,274.0,341.9,355.3,258.6166666666667,1.0,0.6,0.5
342,29,or,0.4,37.3,37.3,59.5,29.75,0.2,0.2,0.2
343,29,brilliant,1.4,202.9,250.7,250.7,187.15,1.0,0.4,0.4
344,29,pupil's,1.2,226.3,265.2,265.2,230.35,1.0,0.2,0.2
345,29,effort?,1.0,225.5,225.5,225.5,225.5,1.0,0.0,0.0
346,30,He,0.2,48.4,48.4,48.4,48.4,0.2,0.0,0.0
347,30,called,1.6,187.9,214.5,274.2,183.75,1.0,0.6,0.5
348,30,yesterday's,1.5,178.0,221.3,241.3,163.05,1.0,0.5,0.4
349,30,ruling,0.7,131.4,131.4,131.4,131.4,0.7,0.0,0.0
350,30,'insincere',1.7,236.7,368.7,408.2,217.6833333333333,0.8,0.9,0.6
351,30,and,0.3,15.1,30.2,30.2,18.25,0.2,0.1,0.1
